slug,num,name_en,name_ja,type1,type2,hp,atk,def,spa,spd,spe,ability0_slug,ability1_slug,abilityH_slug,weight_kg,height_m,category,form_type,base_form_slug,fixed_item,fixed_tera_type,gender_rate,sprite_url,nfe,include
grimmsnarl,861,Grimmsnarl,オーロンゲ,Dark,Fairy,95,120,65,95,75,60,prankster,frisk,pickpocket,61,1.5,normal,base,,,,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,false,
perrserker,863,Perrserker,ニャイキング,Steel,,70,110,100,50,60,50,battle-armor,tough-claws,steely-spirit,28,0.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,false,○
milcery,868,Milcery,マホミル,Fairy,,45,40,40,50,61,34,sweet-veil,,aroma-veil,0.3,0.2,normal,base,,,,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,true,○
alcremie,869,Alcremie,マホイップ,Fairy,,65,60,75,110,121,64,sweet-veil,,aroma-veil,0.5,0.3,normal,base,,,,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,false,○
falinks,870,Falinks,タイレーツ,Fighting,,65,100,100,70,60,75,battle-armor,,defiant,62,3,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,false,○
pincurchin,871,Pincurchin,バチンウニ,Electric,,48,101,95,91,85,15,lightning-rod,,electric-surge,1,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,false,○
snom,872,Snom,ユキハミ,Ice,Bug,30,25,35,45,30,20,shield-dust,,ice-scales,3.8,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,true,○
frosmoth,873,Frosmoth,モスノウ,Ice,Bug,70,65,60,125,90,65,shield-dust,,ice-scales,42,1.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,false,○
stonjourner,874,Stonjourner,イシヘンジン,Rock,,100,125,135,20,20,70,power-spot,,,520,2.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,false,○
eiscue,875,Eiscue,コオリッポ,Ice,,75,80,110,65,90,50,ice-face,,,89,1.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,false,○
eiscue-noice,875,Eiscue-Noice,コオリッポ（ナイスフェイス）,Ice,,75,80,70,65,50,130,ice-face,,,89,1.4,normal,battle_only,eiscue,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10185.png,false,○
indeedee,876,Indeedee,イエッサン,Psychic,Normal,60,65,55,105,95,95,inner-focus,synchronize,psychic-surge,28,0.9,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,false,○
indeedee-f,876,Indeedee-F,イエッサン（メスのすがた）,Psychic,Normal,70,55,65,95,105,85,own-tempo,synchronize,psychic-surge,28,0.9,normal,variant,indeedee,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10186.png,false,○
morpeko,877,Morpeko,モルペコ,Electric,Dark,58,95,58,70,58,97,hunger-switch,,,3,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,false,○
morpeko-hangry,877,Morpeko-Hangry,モルペコ（はらぺこもよう）,Electric,Dark,58,95,58,70,58,97,hunger-switch,,,3,0.3,normal,battle_only,morpeko,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10187.png,false,○
cufant,878,Cufant,ゾウドウ,Steel,,72,80,49,40,49,40,sheer-force,,heavy-metal,100,1.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,true,○
copperajah,879,Copperajah,ダイオウドウ,Steel,,122,130,69,80,69,30,sheer-force,,heavy-metal,650,3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,false,○
duraludon,884,Duraludon,ジュラルドン,Steel,Dragon,70,95,115,120,50,85,light-metal,heavy-metal,stalwart,40,1.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,true,○
dreepy,885,Dreepy,ドラメシヤ,Dragon,Ghost,28,60,30,40,30,82,clear-body,infiltrator,cursed-body,2,0.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,true,○
drakloak,886,Drakloak,ドロンチ,Dragon,Ghost,68,80,50,60,50,102,clear-body,infiltrator,cursed-body,11,1.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,true,○
dragapult,887,Dragapult,ドラパルト,Dragon,Ghost,88,120,75,100,75,142,clear-body,infiltrator,cursed-body,50,3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,false,○
zacian,888,Zacian,ザシアン,Fairy,,92,120,115,80,115,138,intrepid-sword,,,110,2.8,restricted,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,false,○
zacian-crowned,888,Zacian-Crowned,ザシアン（けんのおう）,Fairy,Steel,92,150,115,80,115,148,intrepid-sword,,,355,2.8,restricted,battle_only,zacian,rusted-sword,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10188.png,false,○
zamazenta,889,Zamazenta,ザマゼンタ,Fighting,,92,120,115,80,115,138,dauntless-shield,,,210,2.9,restricted,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,false,○
zamazenta-crowned,889,Zamazenta-Crowned,ザマゼンタ（たてのおう）,Fighting,Steel,92,120,140,80,140,128,dauntless-shield,,,785,2.9,restricted,battle_only,zamazenta,rusted-shield,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10189.png,false,○
eternatus,890,Eternatus,ムゲンダイナ,Poison,Dragon,140,85,95,145,95,130,pressure,,,950,20,restricted,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,false,○
kubfu,891,Kubfu,ダクマ,Fighting,,60,90,60,53,50,72,inner-focus,,,12,0.6,sub_legendary,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,true,○
urshifu,892,Urshifu,ウーラオス（いちげきのかた）,Fighting,Dark,100,130,100,63,60,97,unseen-fist,,,105,1.9,sub_legendary,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,false,○
urshifu-rapid-strike,892,Urshifu-Rapid-Strike,ウーラオス（れんげきのかた）,Fighting,Water,100,130,100,63,60,97,unseen-fist,,,105,1.9,sub_legendary,variant,urshifu,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10191.png,false,○
zarude,893,Zarude,ザルード,Dark,Grass,105,120,105,70,95,105,leaf-guard,,,70,1.8,mythical,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,false,○
zarude-dada,893,Zarude-Dada,ザルード（とうちゃん）,Dark,Grass,105,120,105,70,95,105,leaf-guard,,,70,1.8,mythical,variant,zarude,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10192.png,false,○
regieleki,894,Regieleki,レジエレキ,Electric,,80,100,50,100,50,200,transistor,,,145,1.2,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,false,○
regidrago,895,Regidrago,レジドラゴ,Dragon,,200,100,50,100,50,80,dragons-maw,,,200,2.1,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,false,○
glastrier,896,Glastrier,ブリザポス,Ice,,100,145,130,65,110,30,chilling-neigh,,,800,2.2,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,false,○
spectrier,897,Spectrier,レイスポス,Ghost,,100,65,60,145,80,130,grim-neigh,,,44.5,2,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,false,○
calyrex,898,Calyrex,バドレックス,Psychic,Grass,100,80,80,80,80,80,unnerve,,,7.7,1.1,restricted,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,false,○
calyrex-ice,898,Calyrex-Ice,バドレックス（はくばじょうのすがた）,Psychic,Ice,100,165,150,85,130,50,as-one-glastrier,,,809.1,2.4,restricted,variant,calyrex,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10193.png,false,○
calyrex-shadow,898,Calyrex-Shadow,バドレックス（こくばじょうのすがた）,Psychic,Ghost,100,85,80,165,100,150,as-one-spectrier,,,53.6,2.4,restricted,variant,calyrex,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10194.png,false,○
wyrdeer,899,Wyrdeer,アヤシシ,Normal,Psychic,103,105,72,105,75,65,intimidate,frisk,sap-sipper,95.1,1.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,false,○
kleavor,900,Kleavor,バサギリ,Bug,Rock,70,135,95,45,70,85,swarm,sheer-force,sharpness,89,1.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,false,○
ursaluna,901,Ursaluna,ガチグマ,Ground,Normal,130,140,105,45,80,50,guts,bulletproof,unnerve,290,2.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,false,
ursaluna-bloodmoon,901,Ursaluna-Bloodmoon,ガチグマ（アカツキ）,Ground,Normal,113,70,120,135,65,52,minds-eye,,,333,2.7,normal,variant,ursaluna,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10272.png,false,
basculegion,902,Basculegion,イダイトウ,Water,Ghost,120,112,65,80,75,78,swift-swim,adaptability,mold-breaker,110,3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,false,○
basculegion-f,902,Basculegion-F,イダイトウ（メスのすがた）,Water,Ghost,120,92,65,100,75,78,swift-swim,adaptability,mold-breaker,110,3,normal,variant,basculegion,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10248.png,false,○
sneasler,903,Sneasler,オオニューラ,Fighting,Poison,80,130,60,40,80,120,pressure,unburden,poison-touch,43,1.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,false,○
overqwil,904,Overqwil,ハリーマン,Dark,Poison,85,115,95,65,65,85,poison-point,swift-swim,intimidate,60.5,2.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,false,○
enamorus,905,Enamorus,ラブトロス,Fairy,Flying,74,115,70,135,80,106,cute-charm,,contrary,48,1.6,sub_legendary,base,,,,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,false,○
enamorus-therian,905,Enamorus-Therian,ラブトロス（れいじゅうフォルム）,Fairy,Flying,74,115,110,135,100,46,overcoat,,,48,1.6,sub_legendary,variant,enamorus,,,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10249.png,false,○
sprigatito,906,Sprigatito,ニャオハ,Grass,,40,61,54,45,45,65,overgrow,,protean,4.1,0.4,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,true,○
floragato,907,Floragato,ニャローテ,Grass,,61,80,63,60,63,83,overgrow,,protean,12.2,0.9,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,true,○
meowscarada,908,Meowscarada,マスカーニャ,Grass,Dark,76,110,70,81,70,123,overgrow,,protean,31.2,1.5,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,false,○
fuecoco,909,Fuecoco,ホゲータ,Fire,,67,45,59,63,40,36,blaze,,unaware,9.8,0.4,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,true,○
crocalor,910,Crocalor,アチゲータ,Fire,,81,55,78,90,58,49,blaze,,unaware,30.7,1,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,true,○
skeledirge,911,Skeledirge,ラウドボーン,Fire,Ghost,104,75,100,110,75,66,blaze,,unaware,326.5,1.6,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,false,○
quaxly,912,Quaxly,クワッス,Water,,55,65,45,50,45,50,torrent,,moxie,6.1,0.5,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,true,○
quaxwell,913,Quaxwell,ウェルカモ,Water,,70,85,65,65,60,65,torrent,,moxie,21.5,1.2,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,true,○
quaquaval,914,Quaquaval,ウェーニバル,Water,Fighting,85,120,80,85,75,85,torrent,,moxie,61.9,1.8,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,false,○
lechonk,915,Lechonk,グルトン,Normal,,54,45,40,35,45,35,aroma-veil,gluttony,thick-fat,10.2,0.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,true,○
oinkologne,916,Oinkologne,パフュートン,Normal,,110,100,75,59,80,65,lingering-aroma,gluttony,thick-fat,120,1,normal,base,,,,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,false,○
oinkologne-f,916,Oinkologne-F,パフュートン（メスのすがた）,Normal,,115,90,70,59,90,65,aroma-veil,gluttony,thick-fat,120,1,normal,variant,oinkologne,,,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10254.png,false,○
tarountula,917,Tarountula,タマンチュラ,Bug,,35,41,45,29,40,20,insomnia,,stakeout,4,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,true,○
spidops,918,Spidops,ワナイダー,Bug,,60,79,92,52,86,35,insomnia,,stakeout,16.5,1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,false,○
nymble,919,Nymble,マメバッタ,Bug,,33,46,40,21,25,45,swarm,,tinted-lens,1,0.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,true,○
lokix,920,Lokix,エクスレッグ,Bug,Dark,71,102,78,52,55,92,swarm,,tinted-lens,17.5,1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,false,○
pawmi,921,Pawmi,パモ,Electric,,45,50,20,40,25,60,static,natural-cure,iron-fist,2.5,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,true,○
pawmo,922,Pawmo,パモット,Electric,Fighting,60,75,40,50,40,85,volt-absorb,natural-cure,iron-fist,6.5,0.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,true,○
pawmot,923,Pawmot,パーモット,Electric,Fighting,70,115,70,70,60,105,volt-absorb,natural-cure,iron-fist,41,0.9,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,false,
tandemaus,924,Tandemaus,ワッカネズミ,Normal,,50,50,45,40,45,75,run-away,pickup,own-tempo,1.8,0.3,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,true,○
maushold,925,Maushold,イッカネズミ,Normal,,74,75,70,65,75,111,friend-guard,cheek-pouch,technician,2.3,0.3,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,false,○
fidough,926,Fidough,パピモッチ,Fairy,,37,55,70,30,55,65,own-tempo,,klutz,10.9,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,true,○
dachsbun,927,Dachsbun,バウッツェル,Fairy,,57,80,115,50,80,95,well-baked-body,,aroma-veil,14.9,0.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,false,○
smoliv,928,Smoliv,ミニーブ,Grass,Normal,41,35,45,58,51,30,early-bird,,harvest,6.5,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,true,○
dolliv,929,Dolliv,オリーニョ,Grass,Normal,52,53,60,78,78,33,early-bird,,harvest,11.9,0.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,true,○
arboliva,930,Arboliva,オリーヴァ,Grass,Normal,78,69,90,125,109,39,seed-sower,,harvest,48.2,1.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,false,○
squawkabilly,931,Squawkabilly,イキリンコ,Normal,Flying,82,96,51,45,51,92,intimidate,hustle,guts,2.4,0.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,false,○
nacli,932,Nacli,コジオ,Rock,,55,55,75,35,35,25,purifying-salt,sturdy,clear-body,16,0.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,true,○
naclstack,933,Naclstack,ジオヅム,Rock,,60,60,100,35,65,35,purifying-salt,sturdy,clear-body,105,0.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,true,○
garganacl,934,Garganacl,キョジオーン,Rock,,100,100,130,45,90,35,purifying-salt,sturdy,clear-body,240,2.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,false,○
charcadet,935,Charcadet,カルボウ,Fire,,40,50,40,50,40,35,flash-fire,,flame-body,10.5,0.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,true,○
armarouge,936,Armarouge,グレンアルマ,Fire,Psychic,85,60,100,125,80,75,flash-fire,,weak-armor,85,1.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,false,○
ceruledge,937,Ceruledge,ソウブレイズ,Fire,Ghost,75,125,80,60,100,85,flash-fire,,weak-armor,62,1.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,false,○
tadbulb,938,Tadbulb,ズピカ,Electric,,61,31,41,59,35,45,own-tempo,static,damp,0.4,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,true,○
bellibolt,939,Bellibolt,ハラバリー,Electric,,109,64,91,103,83,45,electromorphosis,static,damp,113,1.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,false,○
wattrel,940,Wattrel,カイデン,Electric,Flying,40,40,35,55,40,70,wind-power,volt-absorb,competitive,3.6,0.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,true,○
kilowattrel,941,Kilowattrel,タイカイデン,Electric,Flying,70,70,60,105,60,125,wind-power,volt-absorb,competitive,38.6,1.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,false,○
maschiff,942,Maschiff,オラチフ,Dark,,60,78,60,40,51,51,intimidate,run-away,stakeout,16,0.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,true,○
mabosstiff,943,Mabosstiff,マフィティフ,Dark,,80,120,90,60,70,85,intimidate,guard-dog,stakeout,61,1.1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,false,○
shroodle,944,Shroodle,シルシュルー,Poison,Normal,40,65,35,40,35,75,unburden,pickpocket,prankster,0.7,0.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,true,○
grafaiai,945,Grafaiai,タギングル,Poison,Normal,63,95,65,80,72,110,unburden,poison-touch,prankster,27.2,0.7,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,false,○
bramblin,946,Bramblin,アノクサ,Grass,Ghost,40,65,30,45,35,60,wind-rider,,infiltrator,0.6,0.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,true,○
brambleghast,947,Brambleghast,アノホラグサ,Grass,Ghost,55,115,70,80,70,90,wind-rider,,infiltrator,6,1.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,false,○
toedscool,948,Toedscool,ノノクラゲ,Ground,Grass,40,40,35,50,100,70,mycelium-might,,,33,0.9,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,true,○
