slug,num,name_en,name_ja,type,category,power,accuracy,pp,priority,target,short_desc_en,short_desc_ja,include
phantom-force,566,Phantom Force,ゴーストダイブ,Ghost,Physical,90,100,10,0,normal,Disappears turn 1. Hits turn 2. Breaks protection.,１ターンめで　どこかに　消えて ２ターンめに　相手を　攻撃する。 守りを　無視して　攻撃できる。,○
trick-or-treat,567,Trick-or-Treat,ハロウィン,Ghost,Status,,100,20,0,normal,Adds Ghost to the target's type(s).,相手を　ハロウィンに　誘う。 相手の　タイプに ゴーストタイプが　追加される。,○
noble-roar,568,Noble Roar,おたけび,Normal,Status,,100,30,0,normal,Lowers the target's Attack and Sp. Atk by 1.,おたけびを　あげて 相手を　威嚇し　相手の 攻撃と　特攻を　さげる。,○
ion-deluge,569,Ion Deluge,プラズマシャワー,Electric,Status,,,25,1,all,Normal moves become Electric type this turn.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
parabolic-charge,570,Parabolic Charge,パラボラチャージ,Electric,Special,65,100,20,0,allAdjacent,User recovers 50% of the damage dealt.,周りにいる　ポケモン　全員に ダメージ。　与えた　ダメージの 半分を　自分が　回復する。,○
forests-curse,571,Forest's Curse,もりののろい,Grass,Status,,100,20,0,normal,Adds Grass to the target's type(s).,相手に　森ののろいを　かける。 のろいを　かけられた　相手は タイプに　くさタイプが　追加される。,○
petal-blizzard,572,Petal Blizzard,はなふぶき,Grass,Physical,90,100,15,0,allAdjacent,No additional effect. Hits adjacent Pokemon.,激しい　花吹雪を　起こし 周りに　いるものに　攻撃して ダメージを　与える。,○
freeze-dry,573,Freeze-Dry,フリーズドライ,Ice,Special,70,100,20,0,normal,10% chance to freeze. Super effective on Water.,相手を　急激に　冷やして こおり　状態に　することが　ある。 みずタイプにも　効果バツグンになる。,○
disarming-voice,574,Disarming Voice,チャームボイス,Fairy,Special,40,,15,0,allAdjacentFoes,This move does not check accuracy. Hits foes.,魅惑の　鳴き声を　だして　相手に 精神的な　ダメージを　与える。 攻撃は　必ず　命中　する。,○
parting-shot,575,Parting Shot,すてゼリフ,Dark,Status,,100,20,0,normal,"Lowers target's Atk, Sp. Atk by 1. User switches.",すてゼリフで　相手を　いかくし 攻撃と　特攻を　さげたのち 控えの　ポケモンと　入れ替わる。,○
topsy-turvy,576,Topsy-Turvy,ひっくりかえす,Dark,Status,,,20,0,normal,Inverts the target's stat stages.,相手に　かかっている すべての　能力変化を ひっくり返して　逆にする。,○
draining-kiss,577,Draining Kiss,ドレインキッス,Fairy,Special,50,100,10,0,normal,User recovers 75% of the damage dealt.,キッスによって　相手から　ＨＰを 吸い取る。　与えた　ダメージの 半分以上　ＨＰを　回復する。,○
crafty-shield,578,Crafty Shield,トリックガード,Fairy,Status,,,10,3,allySide,Protects allies from Status moves this turn.,不思議な　力を　使って 味方への　変化技を　防ぐ。 ダメージ技は　受けてしまう。,○
flower-shield,579,Flower Shield,フラワーガード,Fairy,Status,,,10,0,all,Raises Defense by 1 of all active Grass types.,不思議な　力を　使って 場にいる　くさタイプの　ポケモン 全員の　防御を　あげる。,○
grassy-terrain,580,Grassy Terrain,グラスフィールド,Grass,Status,,,10,0,all,"5 turns. Grounded: +Grass power, +1/16 max HP.",５ターンの　間　グラスフィールドにする。 地面にいると　毎ターン　回復する。 くさタイプの　威力が　あがる。,○
misty-terrain,581,Misty Terrain,ミストフィールド,Fairy,Status,,,10,0,all,"5 turns. Can't status,-Dragon power vs grounded.",５ターンの　間　地面にいると 状態異常に　ならず　ドラゴン技の ダメージも　半分になる。,○
electrify,582,Electrify,そうでん,Electric,Status,,,20,0,normal,Changes the target's move to Electric this turn.,相手が　技を　だす前に そうでん　すると　そのターン 相手の　技は　でんきタイプになる。,○
play-rough,583,Play Rough,じゃれつく,Fairy,Physical,90,90,10,0,normal,10% chance to lower the target's Attack by 1.,相手に　じゃれついて 攻撃する。　相手の 攻撃を　さげる　ことがある。,○
fairy-wind,584,Fairy Wind,ようせいのかぜ,Fairy,Special,40,100,30,0,normal,No additional effect.,ようせいのかぜを　起こし 相手に　吹きつけて　攻撃する。,○
moonblast,585,Moonblast,ムーンフォース,Fairy,Special,95,100,15,0,normal,30% chance to lower the target's Sp. Atk by 1.,月の　パワーを　かりて 相手を　攻撃する。　相手の 特攻を　さげる　ことがある。,○
boomburst,586,Boomburst,ばくおんぱ,Normal,Special,140,100,10,0,allAdjacent,No additional effect. Hits adjacent Pokemon.,すさまじい　爆音の 破壊力に　よって 周りに　いるものを　攻撃する。,○
fairy-lock,587,Fairy Lock,フェアリーロック,Fairy,Status,,,10,0,all,Prevents all Pokemon from switching next turn.,ロックを　かけることによって 次のターン　すべての ポケモンを　逃げられなくする。,○
kings-shield,588,King's Shield,キングシールド,Steel,Status,,,10,4,self,Protects from damaging attacks. Contact: -1 Atk.,相手の　攻撃を　防ぐと　同時に 防御態勢になる。　触れた 相手の　攻撃を　さげる。,○
play-nice,589,Play Nice,なかよくする,Normal,Status,,,20,0,normal,Lowers the target's Attack by 1.,相手と　なかよくなって 戦う　気力を　失わせ 相手の　攻撃を　さげる。,○
confide,590,Confide,ないしょばなし,Normal,Status,,,20,0,normal,Lowers the target's Sp. Atk by 1.,ないしょばなしを　することで　相手の 集中力を　失わせ 相手の　特攻を　さげる。,○
diamond-storm,591,Diamond Storm,ダイヤストーム,Rock,Physical,100,95,5,0,allAdjacentFoes,50% chance to raise user's Defense by 2.,ダイヤの　嵐を　巻き起こし ダメージを　与える。　自分の 防御を　ぐーんと　あげることが　ある。,○
steam-eruption,592,Steam Eruption,スチームバースト,Water,Special,110,95,5,0,normal,30% chance to burn the target. Thaws target.,ものすごく　熱い　蒸気を 相手に　浴びせる。 相手は　やけどする　ことがある。,○
hyperspace-hole,593,Hyperspace Hole,いじげんホール,Psychic,Special,80,,5,0,normal,Breaks the target's protection for this turn.,異次元ホールで　突然　相手の 真横に　現れ　攻撃する。 まもるや　みきり　なども　無視　できる。,○
water-shuriken,594,Water Shuriken,みずしゅりけん,Water,Special,15,100,20,1,normal,Usually goes first. Hits 2-5 times in one turn.,粘液で　できた　手裏剣を ２ー５回の　間　連続で　だす。 必ず　先制攻撃　できる。,○
mystical-fire,595,Mystical Fire,マジカルフレイム,Fire,Special,75,100,10,0,normal,100% chance to lower the target's Sp. Atk by 1.,口から　吐きだす　特別 熱い　炎で　攻撃する。 相手の　特攻を　さげる。,○
spiky-shield,596,Spiky Shield,ニードルガード,Grass,Status,,,10,4,self,Protects from moves. Contact: loses 1/8 max HP.,相手の　攻撃を　防ぐと 同時に　触れた　相手の 体力を　削って　しまう。,○
aromatic-mist,597,Aromatic Mist,アロマミスト,Fairy,Status,,,20,0,adjacentAlly,Raises an ally's Sp. Def by 1.,不思議な　アロマの　香りによって 味方の　特防を　あげる。,○
eerie-impulse,598,Eerie Impulse,かいでんぱ,Electric,Status,,100,15,0,normal,Lowers the target's Sp. Atk by 2.,体から　かいでんぱを　放ち 相手に　浴びせる　ことによって 特攻を　がくっと　さげる。,○
venom-drench,599,Venom Drench,ベノムトラップ,Poison,Status,,100,20,0,allAdjacentFoes,Lowers Atk/Sp. Atk/Speed of poisoned foes by 1.,特殊な　毒液を　浴びせかける。 毒状態の　相手は 攻撃　特攻　素早さが　さがる。,○
powder,600,Powder,ふんじん,Bug,Status,,100,20,1,normal,"If using a Fire move, target loses 1/4 max HP.",ふんじんを　浴びせた　相手が ほのお技を　使うと 爆発して　ダメージを　与える。,○
geomancy,601,Geomancy,ジオコントロール,Fairy,Status,,,10,0,self,"Charges, then raises SpA, SpD, Spe by 2 turn 2.",１ターン目で　エネルギーを 吸収し　２ターン目に　特攻 特防　素早さを　ぐーんと　あげる。,○
magnetic-flux,602,Magnetic Flux,じばそうさ,Electric,Status,,,20,0,allySide,"Raises Def, Sp. Def of allies with Plus/Minus by 1.",磁場を　操作　することによって 特性　プラスと　マイナスの 防御　特防が　あがる。,○
happy-hour,603,Happy Hour,ハッピータイム,Normal,Status,,,30,0,allySide,No competitive use.,ハッピータイムの　技を　使うと 戦闘の　あとで　もらえる お金が　倍になる。,○
electric-terrain,604,Electric Terrain,エレキフィールド,Electric,Status,,,10,0,all,"5 turns. Grounded: +Electric power, can't sleep.",５ターンの　間　エレキフィールドにする。 地面にいる　ポケモンは　眠らない。 でんきタイプの　威力が　あがる。,○
dazzling-gleam,605,Dazzling Gleam,マジカルシャイン,Fairy,Special,80,100,10,0,allAdjacentFoes,No additional effect. Hits adjacent foes.,強力な　光を　放ち 相手に　ダメージを　与える。,○
celebrate,606,Celebrate,おいわい,Normal,Status,,,40,0,self,No competitive use.,ポケモンが　とっても ハッピーな　あなたのことを お祝い　してくれる。,○
hold-hands,607,Hold Hands,てをつなぐ,Normal,Status,,,40,0,adjacentAlly,No competitive use.,味方の　ポケモン　同士が 手をつなぐ。　とっても　幸せな 気持ちに　なれる。,○
baby-doll-eyes,608,Baby-Doll Eyes,つぶらなひとみ,Fairy,Status,,100,30,1,normal,Lowers the target's Attack by 1.,つぶらなひとみで　相手を　みつめて 攻撃を　さげる。 必ず　先制攻撃　できる。,○
nuzzle,609,Nuzzle,ほっぺすりすり,Electric,Physical,20,100,20,0,normal,100% chance to paralyze the target.,電気を　帯びた　ほっぺを すりつけて　攻撃。 相手を　まひ状態に　する。,○
hold-back,610,Hold Back,てかげん,Normal,Physical,40,100,40,0,normal,Always leaves the target with at least 1 HP.,手加減　した　攻撃で 相手の　ＨＰを 必ず　１だけ　残す。,○
infestation,611,Infestation,まとわりつく,Bug,Special,20,100,20,0,normal,Traps and damages the target for 4-5 turns.,４ー５ターンの　間　相手に まとわりついて　攻撃する。 そのあいだ　相手は　逃げられない。,○
power-up-punch,612,Power-Up Punch,グロウパンチ,Fighting,Physical,40,100,20,0,normal,100% chance to raise the user's Attack by 1.,繰り返し　打つことで だんだん　こぶしが　固くなる。 相手に　当てると　攻撃が　あがる。,○
